"Case","No","Task","CC1","GN1","NS1","BU1","FA1","LD1","BZ1","FC1","FP1","RP1","PP1","KA1","SC1","TS1","NV1","MA1","LB1","AF1","HU1","Price1","CC2","GN2","NS2","BU2","FA2","LD2","BZ2","FC2","FP2","RP2","PP2","KA2","SC2","TS2","NV2","MA2","LB2","AF2","HU2","Price2","CC3","GN3","NS3","BU3","FA3","LD3","BZ3","FC3","FP3","RP3","PP3","KA3","SC3","TS3","NV3","MA3","LB3","AF3","HU3","Price3","CC4","GN4","NS4","BU4","FA4","LD4","BZ4","FC4","FP4","RP4","PP4","KA4","SC4","TS4","NV4","MA4","LB4","AF4","HU4","Price4","segmentFull.size.Pickup","segmentMidsize.Car","segmentMidsize.Luxury.Utility.segements","segmentMidsize.Utility","segmentPrestige.Luxury.Sedan","yearind","milesa","nighta","pparkDaily","pparkMonthly","pparkWeekly","pparkYearly","genderMale","agea","educCollege.Graduate..4.Years.","educGrade.School","educHigh.School","educPostgraduate.College","educSome.College..1.3.Years.","regionMW","regionNE","regionSE","regionSW","UrbRural.Country","UrbUrban.City","incomea","Choice"
922,17514,15,0,2,0,0,2,0,0,1,3,2,2,1,4,0,0,0,0,1,0,8,0,1,0,0,2,0,0,2,3,1,2,1,4,0,0,0,0,3,0,2,0,2,0,0,1,0,0,2,2,1,2,1,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,25,0,0,1,0,1,26,0,0,0,0,1,1,0,0,0,0,1,20000,1
922,17518,19,0,1,0,1,0,0,3,0,0,0,1,0,3,3,0,2,0,3,1,9,0,1,0,6,0,0,2,0,0,0,3,0,1,1,0,3,0,2,2,11,0,1,0,6,0,0,1,0,0,0,2,0,4,3,0,3,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,25,0,0,1,0,1,26,0,0,0,0,1,1,0,0,0,0,1,20000,3
923,17526,8,3,0,0,6,0,0,2,0,0,0,0,2,2,2,1,0,3,3,0,12,3,0,0,3,0,0,2,0,0,0,0,2,2,1,3,0,4,1,0,12,1,0,0,2,0,0,1,0,0,0,0,2,3,3,2,0,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120,20,0,1,0,0,0,27,1,0,0,0,0,0,1,0,0,0,0,80000,2
923,17531,13,0,1,0,0,0,1,0,2,1,0,2,0,4,2,1,0,0,2,0,1,0,1,0,0,0,3,0,2,4,0,3,0,2,1,1,0,0,3,0,6,0,1,0,0,0,2,0,2,1,0,2,0,3,2,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120,20,0,1,0,0,0,27,1,0,0,0,0,0,1,0,0,0,0,80000,4
923,17535,17,0,1,3,0,1,2,2,2,3,0,0,0,0,0,1,2,0,0,0,4,0,2,5,0,2,1,3,1,3,0,0,0,0,0,3,1,0,0,0,12,0,2,1,0,1,2,1,2,3,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120,20,0,1,0,0,0,27,1,0,0,0,0,0,1,0,0,0,0,80000,4
924,17538,1,2,0,0,1,2,0,0,0,4,2,3,0,0,0,1,3,0,0,2,4,1,0,0,5,1,0,0,0,4,2,2,0,0,0,3,4,0,0,1,10,3,0,0,6,1,0,0,0,1,2,2,0,0,0,2,4,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,200,80,0,0,0,1,1,31,0,0,0,0,1,0,0,1,0,0,1,42000,3
924,17554,17,0,0,3,0,0,0,1,2,0,1,0,0,3,0,2,0,3,1,2,7,0,0,1,0,0,0,1,2,0,1,0,0,2,0,3,0,4,2,2,7,0,0,4,0,0,0,2,1,0,1,0,0,1,0,2,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,200,80,0,0,0,1,1,31,0,0,0,0,1,0,0,1,0,0,1,42000,3
924,17556,19,3,1,0,0,0,0,0,1,0,0,2,2,4,3,3,0,4,0,0,10,2,1,0,0,0,0,0,2,0,0,3,1,2,1,1,0,4,0,0,10,2,1,0,0,0,0,0,1,0,0,3,1,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,200,80,0,0,0,1,1,31,0,0,0,0,1,0,0,1,0,0,1,42000,3
925,17559,3,1,1,2,0,0,3,0,0,0,2,3,2,0,0,0,3,2,0,0,8,2,1,1,0,0,3,0,0,0,2,3,1,0,0,0,2,3,0,0,9,3,1,5,0,0,2,0,0,0,2,1,1,0,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,450,35,1,0,0,0,1,26,1,0,0,0,0,0,1,0,0,0,0,85000,4
925,17569,13,0,1,1,2,0,0,0,0,2,0,1,0,0,0,1,3,0,1,2,5,0,2,2,5,0,0,0,0,3,0,3,0,0,0,1,3,0,1,2,8,0,2,4,6,0,0,0,0,1,0,2,0,0,0,2,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,450,35,1,0,0,0,1,26,1,0,0,0,0,0,1,0,0,0,0,85000,3
925,17575,19,0,1,2,0,2,0,0,1,0,1,3,2,0,0,0,0,4,0,1,12,0,1,5,0,2,0,0,2,0,2,1,1,0,0,0,0,2,0,2,11,0,1,5,0,1,0,0,2,0,1,1,2,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,450,35,1,0,0,0,1,26,1,0,0,0,0,0,1,0,0,0,0,85000,3
926,17577,2,2,1,0,4,2,3,0,2,0,0,1,0,2,0,0,0,0,3,0,10,2,1,0,1,2,2,0,1,0,0,1,0,2,0,0,0,0,1,0,4,3,2,0,4,1,3,0,2,0,0,2,0,2,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,50,0,0,1,0,0,25,0,0,0,0,1,0,0,0,0,0,1,40000,4
926,17578,3,0,0,0,5,1,0,3,0,0,0,3,2,0,1,3,0,3,1,0,1,0,0,0,1,1,0,2,0,0,0,2,1,0,3,2,0,3,2,0,3,0,0,0,3,2,0,2,0,0,0,2,2,0,1,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,50,0,0,1,0,0,25,0,0,0,0,1,0,0,0,0,0,1,40000,1
926,17580,5,2,1,0,0,1,0,0,2,1,0,0,0,1,3,0,4,3,0,0,7,3,2,0,0,2,0,0,1,3,0,0,0,4,1,0,4,4,0,0,4,1,1,0,0,2,0,0,1,1,0,0,0,1,2,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,50,0,0,1,0,0,25,0,0,0,0,1,0,0,0,0,0,1,40000,4
926,17581,6,0,2,2,6,0,0,1,0,1,2,2,0,0,0,2,0,0,0,1,8,0,2,3,4,0,0,2,0,1,1,3,0,0,0,2,0,0,0,1,3,0,1,5,3,0,0,2,0,4,2,2,0,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,50,0,0,1,0,0,25,0,0,0,0,1,0,0,0,0,0,1,40000,4
926,17591,16,0,1,1,1,0,0,0,1,2,0,1,2,4,0,0,2,0,0,0,9,0,1,1,4,0,0,0,1,4,0,3,1,3,0,0,4,0,0,0,9,0,1,1,4,0,0,0,2,4,0,1,1,1,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,50,0,0,1,0,0,25,0,0,0,0,1,0,0,0,0,0,1,40000,4
927,17595,1,0,2,0,0,0,2,0,1,0,2,0,2,0,0,2,2,1,1,0,7,0,2,0,0,0,1,0,1,0,1,0,2,0,0,3,2,2,2,0,10,0,1,0,0,0,1,0,2,0,2,0,1,0,0,1,4,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,350,15,0,1,0,0,0,34,0,0,0,0,1,0,0,0,1,0,0,185000,4
927,17596,2,1,0,5,5,1,0,3,0,4,0,0,0,3,1,0,0,0,0,1,4,2,0,2,3,1,0,1,0,3,0,0,0,3,3,0,0,0,0,1,4,3,0,2,2,2,0,1,0,4,0,0,0,3,1,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,350,15,0,1,0,0,0,34,0,0,0,0,1,0,0,0,1,0,0,185000,4
927,17600,6,0,0,3,0,1,0,0,2,0,2,0,2,4,0,3,3,0,0,1,12,0,0,4,0,2,0,0,1,0,1,0,2,2,0,3,2,0,0,1,6,0,0,3,0,1,0,0,1,0,1,0,1,4,0,2,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,350,15,0,1,0,0,0,34,0,0,0,0,1,0,0,0,1,0,0,185000,4
927,17602,8,0,2,3,2,0,0,0,0,1,0,0,1,0,3,3,0,1,0,2,11,0,1,1,6,0,0,0,0,3,0,0,2,0,3,3,0,4,0,2,8,0,2,4,2,0,0,0,0,2,0,0,1,0,2,2,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,350,15,0,1,0,0,0,34,0,0,0,0,1,0,0,0,1,0,0,185000,4
927,17605,11,1,0,0,5,0,2,1,0,3,2,0,2,0,0,1,2,0,0,0,3,1,0,0,1,0,3,2,0,3,2,0,2,0,0,1,3,0,0,0,10,2,0,0,6,0,1,3,0,2,1,0,1,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,350,15,0,1,0,0,0,34,0,0,0,0,1,0,0,0,1,0,0,185000,3
928,17619,6,0,1,4,1,2,2,0,0,0,0,3,1,0,0,0,0,0,3,2,11,0,1,5,2,1,2,0,0,0,0,1,1,0,0,0,0,0,3,2,4,0,2,1,5,2,1,0,0,0,0,1,2,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,250,45,0,0,0,0,0,48,0,0,0,0,1,0,0,0,1,0,1,50000,4
928,17622,9,0,1,0,2,0,3,0,0,0,2,0,0,3,1,1,4,0,2,0,12,0,2,0,6,0,2,0,0,0,1,0,0,2,1,3,4,0,2,0,6,0,2,0,2,0,1,0,0,0,2,0,0,1,2,1,3,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,250,45,0,0,0,0,0,48,0,0,0,0,1,0,0,0,1,0,1,50000,4
928,17625,12,0,2,0,0,0,1,2,0,1,0,3,2,3,2,0,0,1,0,0,8,0,2,0,0,0,3,1,0,4,0,3,1,3,3,0,0,2,0,0,7,0,2,0,0,0,1,1,0,1,0,2,2,4,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,250,45,0,0,0,0,0,48,0,0,0,0,1,0,0,0,1,0,1,50000,3
928,17628,15,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,4,1,2,0,2,1,2,2,0,1,0,0,0,0,0,0,2,1,0,0,1,2,1,0,2,1,1,3,0,1,0,0,0,0,0,0,2,1,0,0,4,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,250,45,0,0,0,0,0,48,0,0,0,0,1,0,0,0,1,0,1,50000,4
928,17632,19,0,0,1,3,0,0,0,0,1,2,3,0,2,0,0,0,3,2,1,5,0,0,5,6,0,0,0,0,1,1,1,0,2,0,0,0,4,2,1,11,0,0,5,2,0,0,0,0,4,1,2,0,2,0,0,0,3,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,250,45,0,0,0,0,0,48,0,0,0,0,1,0,0,0,1,0,1,50000,4
929,17635,3,0,0,1,5,2,0,0,0,1,1,2,0,3,0,2,0,2,0,0,8,0,0,5,5,1,0,0,0,1,1,1,0,3,0,1,0,3,0,0,11,0,0,3,6,1,0,0,0,1,2,3,0,3,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,150,20,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,1,0,70000,1
929,17647,15,1,1,4,4,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,12,1,2,5,5,1,1,0,0,0,0,1,0,0,3,0,3,0,0,0,1,2,2,3,1,1,2,0,0,0,0,2,0,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,150,20,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,1,0,70000,2
930,17662,11,3,0,0,0,0,3,0,2,0,0,0,0,4,2,3,0,2,1,2,11,2,0,0,0,0,3,0,2,0,0,0,0,3,3,2,0,4,2,2,7,1,0,0,0,0,1,0,1,0,0,0,0,1,2,3,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,30,0,0,0,1,1,30,1,0,0,0,0,1,0,0,0,0,0,80000,2
930,17665,14,3,0,1,5,0,0,0,2,4,1,0,2,1,0,2,0,0,0,0,3,3,0,3,3,0,0,0,2,4,1,0,2,3,0,2,0,0,0,0,2,3,0,1,3,0,0,0,1,3,1,0,2,4,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,30,0,0,0,1,1,30,1,0,0,0,0,1,0,0,0,0,0,80000,2
931,17671,1,0,0,3,4,2,3,0,2,0,0,2,0,0,3,0,3,0,0,2,11,0,0,5,3,2,3,0,2,0,0,3,0,0,1,0,3,0,0,1,4,0,0,1,6,2,3,0,1,0,0,3,0,0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,40,0,1,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,60000,1
931,17672,2,0,1,0,0,0,0,0,0,3,2,3,2,1,0,3,0,4,2,0,2,0,1,0,0,0,0,0,0,2,1,3,2,2,0,1,0,4,2,0,10,0,2,0,0,0,0,0,0,3,2,3,2,3,0,1,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,40,0,1,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,60000,3
931,17674,4,2,2,2,0,1,0,0,0,4,0,0,2,0,0,1,0,2,0,2,3,3,1,4,0,2,0,0,0,1,0,0,2,0,0,1,0,2,0,2,11,2,2,5,0,2,0,0,0,2,0,0,2,0,0,2,0,3,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,40,0,1,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,60000,2
931,17675,5,2,2,3,1,0,0,3,0,1,0,2,0,1,1,0,0,0,0,0,4,3,1,3,1,0,0,2,0,1,0,3,0,3,1,0,0,0,0,0,4,1,2,2,4,0,0,3,0,3,0,3,0,3,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,40,0,1,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,60000,2
931,17680,10,0,0,5,3,1,0,2,1,3,2,0,0,4,0,1,0,0,0,0,12,0,0,3,2,2,0,2,2,1,2,0,0,2,0,3,0,0,0,0,6,0,0,2,3,2,0,1,1,4,2,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,40,0,1,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,60000,2
931,17681,11,1,1,0,0,0,2,0,0,2,1,3,1,0,0,0,0,4,0,2,6,1,1,0,0,0,3,0,0,1,2,1,1,0,0,0,0,4,0,1,2,3,1,0,0,0,3,0,0,4,1,2,1,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,40,0,1,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,60000,3
931,17687,17,0,0,0,3,0,1,1,0,2,0,3,2,3,1,0,0,0,0,2,8,0,0,0,5,0,1,3,0,2,0,2,2,1,1,0,0,0,0,2,1,0,0,0,5,0,1,1,0,3,0,3,1,1,3,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,40,0,1,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,60000,2
931,17689,19,3,0,5,6,0,0,0,1,0,2,0,0,4,1,0,0,3,0,2,7,2,0,2,6,0,0,0,1,0,1,0,0,4,3,0,0,3,0,2,6,3,0,4,3,0,0,0,2,0,1,0,0,4,2,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,200,40,0,1,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,60000,3
932,17694,5,1,0,5,3,0,2,3,0,0,2,0,0,0,2,0,0,2,2,0,10,3,0,4,3,0,1,1,0,0,1,0,0,0,1,0,0,1,2,0,6,1,0,1,6,0,2,3,0,0,1,0,0,0,1,0,0,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,150,80,0,1,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,30000,2
932,17696,7,2,0,3,0,0,3,2,2,0,0,3,0,0,0,3,2,0,0,2,2,2,0,2,0,0,2,3,1,0,0,2,0,0,0,1,2,0,0,2,2,2,0,5,0,0,3,3,1,0,0,2,0,0,0,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,150,80,0,1,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,30000,1
932,17701,12,0,1,0,5,2,0,3,0,0,0,3,1,0,0,0,4,0,2,1,10,0,2,0,3,2,0,2,0,0,0,1,1,0,0,0,1,0,1,2,11,0,2,0,5,2,0,3,0,0,0,2,1,0,0,0,4,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,150,80,0,1,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,30000,2
932,17704,15,0,0,4,0,0,1,0,1,2,0,0,2,2,3,0,2,0,0,2,9,0,0,4,0,0,2,0,2,2,0,0,2,2,3,0,1,0,0,1,2,0,0,2,0,0,3,0,2,3,0,0,1,1,2,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,150,80,0,1,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,30000,2
932,17708,19,0,1,3,3,0,0,0,2,1,1,0,2,1,0,0,0,0,2,0,10,0,2,5,6,0,0,0,1,3,2,0,2,2,0,0,0,0,1,0,1,0,2,2,3,0,0,0,1,2,2,0,2,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,150,80,0,1,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,30000,1
933,17715,7,0,1,0,1,0,3,3,2,1,0,0,0,4,2,0,0,0,2,0,11,0,1,0,6,0,1,3,1,1,0,0,0,2,3,0,0,0,3,0,7,0,1,0,3,0,2,2,2,1,0,0,0,3,3,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,50,0,0,0,0,0,32,0,0,0,1,0,0,0,0,1,0,1,70000,4
933,17716,8,1,0,3,0,1,0,2,0,0,0,0,1,1,0,0,1,1,0,2,7,2,0,5,0,1,0,3,0,0,0,0,1,3,0,0,1,3,0,2,11,2,0,4,0,2,0,3,0,0,0,0,1,1,0,0,2,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,50,0,0,0,0,0,32,0,0,0,1,0,0,0,0,1,0,1,70000,1
933,17717,9,0,0,0,0,1,3,3,0,3,1,1,0,1,0,3,0,0,0,1,2,0,0,0,0,1,1,3,0,2,2,2,0,2,0,1,0,0,0,1,1,0,0,0,0,1,3,2,0,3,1,1,0,4,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,50,0,0,0,0,0,32,0,0,0,1,0,0,0,0,1,0,1,70000,3
934,17728,1,2,0,2,0,1,0,0,2,0,0,1,1,0,3,0,0,2,0,2,8,2,0,4,0,2,0,0,2,0,0,3,2,0,2,0,0,1,0,1,6,2,0,5,0,1,0,0,1,0,0,2,1,0,3,0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,65,80,1,0,0,0,0,54,1,0,0,0,0,1,0,0,0,0,1,34000,2
934,17742,15,1,0,0,5,0,3,1,1,0,0,0,0,1,0,1,0,0,1,1,7,3,0,0,4,0,1,3,1,0,0,0,0,4,0,1,0,0,2,1,11,1,0,0,5,0,1,3,1,0,0,0,0,1,0,2,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,65,80,1,0,0,0,0,54,1,0,0,0,0,1,0,0,0,0,1,34000,4
935,17747,1,3,1,2,0,0,3,0,0,0,2,2,0,2,0,0,0,1,2,0,5,1,2,2,0,0,2,0,0,0,1,3,0,4,0,0,0,4,1,0,2,1,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,15,40,0,1,0,0,0,41,0,0,0,0,1,0,1,0,0,1,0,80000,4
935,17764,18,3,1,0,5,0,1,0,0,0,1,1,0,0,1,1,3,0,0,0,2,3,2,0,3,0,2,0,0,0,1,1,0,0,1,2,4,0,0,0,7,1,1,0,3,0,1,0,0,0,2,2,0,0,2,3,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,15,40,0,1,0,0,0,41,0,0,0,0,1,0,1,0,0,1,0,80000,1
936,17766,1,2,2,1,0,1,0,0,0,4,2,0,1,4,0,0,3,0,0,0,11,1,2,2,0,1,0,0,0,1,1,0,1,2,0,0,1,0,0,0,4,1,1,1,0,2,0,0,0,4,1,0,2,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,30,0,0,1,0,1,49,0,0,0,1,0,0,0,0,0,0,0,55000,4
936,17780,15,0,2,2,0,0,2,2,0,3,1,0,0,4,0,1,0,0,1,0,8,0,2,1,0,0,3,1,0,3,1,0,0,2,0,1,0,0,1,0,12,0,2,4,0,0,2,3,0,3,1,0,0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,30,0,0,1,0,1,49,0,0,0,1,0,0,0,0,0,0,0,55000,3
936,17781,16,1,0,0,0,0,2,0,0,3,2,0,1,3,1,0,0,2,0,2,1,3,0,0,0,0,2,0,0,2,2,0,2,2,2,0,0,4,0,2,4,2,0,0,0,0,3,0,0,4,2,0,2,4,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,30,0,0,1,0,1,49,0,0,0,1,0,0,0,0,0,0,0,55000,4
937,17785,1,3,0,0,0,0,1,2,0,0,1,0,0,4,0,0,4,3,2,1,9,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,2,4,1,1,2,2,0,0,0,0,3,1,0,0,1,0,0,1,0,0,4,1,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,25,0,0,0,1,0,59,0,0,0,0,0,1,0,0,0,0,0,29000,4
937,17788,4,3,0,0,2,2,0,2,2,3,0,0,0,2,3,0,0,0,0,1,6,1,0,0,3,1,0,2,2,4,0,0,0,2,1,0,0,0,0,2,6,3,0,0,6,1,0,1,2,4,0,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,25,0,0,0,1,0,59,0,0,0,0,0,1,0,0,0,0,0,29000,4
939,17823,1,0,0,1,5,0,0,0,1,0,2,0,2,1,0,3,3,0,1,0,8,0,0,2,1,0,0,0,1,0,2,0,1,3,0,2,1,0,2,0,9,0,0,3,4,0,0,0,2,0,1,0,2,2,0,2,1,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,40,20,0,0,0,1,0,47,0,0,0,1,0,0,0,1,0,0,0,50000,4
939,17825,3,3,2,0,2,1,0,0,0,3,0,0,1,0,0,1,0,2,2,0,2,2,2,0,1,1,0,0,0,1,0,0,2,0,0,3,0,4,1,0,11,1,1,0,5,2,0,0,0,4,0,0,1,0,0,3,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,40,20,0,0,0,1,0,47,0,0,0,1,0,0,0,1,0,0,0,50000,1
939,17827,5,2,1,0,3,0,2,0,1,0,1,0,0,0,1,0,0,0,2,2,4,1,1,0,6,0,1,0,2,0,2,0,0,0,3,0,0,0,1,1,5,1,2,0,6,0,3,0,2,0,2,0,0,0,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,40,20,0,0,0,1,0,47,0,0,0,1,0,0,0,1,0,0,0,50000,1
939,17835,13,0,1,0,5,0,1,2,0,0,0,0,2,3,2,3,0,3,0,0,11,0,1,0,2,0,1,2,0,0,0,0,2,2,1,2,0,2,0,0,9,0,2,0,6,0,3,3,0,0,0,0,2,2,3,1,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,40,20,0,0,0,1,0,47,0,0,0,1,0,0,0,1,0,0,0,50000,4
939,17838,16,0,1,3,0,2,2,0,2,0,0,0,2,2,3,0,0,0,0,1,5,0,2,4,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,1,11,0,1,1,0,1,1,0,1,0,0,0,1,3,3,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,40,20,0,0,0,1,0,47,0,0,0,1,0,0,0,1,0,0,0,50000,3
