"Case","No","Task","CC1","GN1","NS1","BU1","FA1","LD1","BZ1","FC1","FP1","RP1","PP1","KA1","SC1","TS1","NV1","MA1","LB1","AF1","HU1","Price1","CC2","GN2","NS2","BU2","FA2","LD2","BZ2","FC2","FP2","RP2","PP2","KA2","SC2","TS2","NV2","MA2","LB2","AF2","HU2","Price2","CC3","GN3","NS3","BU3","FA3","LD3","BZ3","FC3","FP3","RP3","PP3","KA3","SC3","TS3","NV3","MA3","LB3","AF3","HU3","Price3","CC4","GN4","NS4","BU4","FA4","LD4","BZ4","FC4","FP4","RP4","PP4","KA4","SC4","TS4","NV4","MA4","LB4","AF4","HU4","Price4","segment","segmentind","year","yearind","miles","milesind","milesa","night","nightind","nighta","ppark","pparkind","gender","genderind","age","ageind","agea","educ","educind","region","regionind","Urb","Urbind","income","incomeind","incomea","Choice"
932,17697,8,0,2,0,1,2,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,2,0,2,0,1,1,0,0,1,0,1,0,1,2,0,0,2,0,2,0,1,0,3,0,2,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"101 To 150 Miles",3,150,"71% To 80%",8,80,"Monthly",2,"Female",1,"30 To 39",2,39,"College Graduate (4 Years)",1,"W",5,"Suburban",2,"$30,000 to $39,999",2,30000,1
932,17701,12,0,1,0,5,2,0,3,0,0,0,3,1,0,0,0,4,0,2,1,10,0,2,0,3,2,0,2,0,0,0,1,1,0,0,0,1,0,1,2,11,0,2,0,5,2,0,3,0,0,0,2,1,0,0,0,4,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"101 To 150 Miles",3,150,"71% To 80%",8,80,"Monthly",2,"Female",1,"30 To 39",2,39,"College Graduate (4 Years)",1,"W",5,"Suburban",2,"$30,000 to $39,999",2,30000,2
932,17703,14,3,0,0,0,0,2,2,0,0,2,3,0,3,0,1,0,3,1,0,8,3,0,0,0,0,1,3,0,0,1,3,0,2,0,3,0,1,1,0,4,1,0,0,0,0,2,3,0,0,2,1,0,3,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"101 To 150 Miles",3,150,"71% To 80%",8,80,"Monthly",2,"Female",1,"30 To 39",2,39,"College Graduate (4 Years)",1,"W",5,"Suburban",2,"$30,000 to $39,999",2,30000,1
932,17708,19,0,1,3,3,0,0,0,2,1,1,0,2,1,0,0,0,0,2,0,10,0,2,5,6,0,0,0,1,3,2,0,2,2,0,0,0,0,1,0,1,0,2,2,3,0,0,0,1,2,2,0,2,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"101 To 150 Miles",3,150,"71% To 80%",8,80,"Monthly",2,"Female",1,"30 To 39",2,39,"College Graduate (4 Years)",1,"W",5,"Suburban",2,"$30,000 to $39,999",2,30000,1
933,17714,6,3,1,0,5,2,0,0,0,3,0,0,0,0,3,1,1,1,0,0,8,3,2,0,5,1,0,0,0,4,0,0,0,0,2,3,4,4,0,0,7,2,1,0,5,2,0,0,0,4,0,0,0,0,3,1,3,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"51 To 100 Miles",2,100,"41% To 50%",5,50,"Never",3,"Female",1,"30 To 39",2,32,"Postgraduate College",4,"SW",4,"Urban/City",3,"$70,000 to $79,999",6,70000,2
933,17722,14,1,0,2,4,2,0,0,0,0,2,3,0,4,2,3,0,0,0,0,1,2,0,4,4,2,0,0,0,0,1,3,0,2,3,1,0,0,0,0,10,2,0,4,2,2,0,0,0,0,1,1,0,2,2,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"51 To 100 Miles",2,100,"41% To 50%",5,50,"Never",3,"Female",1,"30 To 39",2,32,"Postgraduate College",4,"SW",4,"Urban/City",3,"$70,000 to $79,999",6,70000,1
933,17726,18,0,1,5,0,0,3,1,0,0,0,2,0,0,2,3,0,4,0,1,5,0,1,2,0,0,3,2,0,0,0,2,0,0,1,2,0,1,0,1,9,0,2,4,0,0,2,3,0,0,0,1,0,0,2,3,0,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"51 To 100 Miles",2,100,"41% To 50%",5,50,"Never",3,"Female",1,"30 To 39",2,32,"Postgraduate College",4,"SW",4,"Urban/City",3,"$70,000 to $79,999",6,70000,1
933,17727,19,2,0,0,3,2,1,0,0,4,1,0,2,0,0,0,1,0,2,0,9,1,0,0,6,2,3,0,0,4,2,0,1,0,0,0,1,0,2,0,1,3,0,0,1,1,1,0,0,3,1,0,2,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2003,4,"51 To 100 Miles",2,100,"41% To 50%",5,50,"Never",3,"Female",1,"30 To 39",2,32,"Postgraduate College",4,"SW",4,"Urban/City",3,"$70,000 to $79,999",6,70000,3
934,17728,1,2,0,2,0,1,0,0,2,0,0,1,1,0,3,0,0,2,0,2,8,2,0,4,0,2,0,0,2,0,0,3,2,0,2,0,0,1,0,1,6,2,0,5,0,1,0,0,1,0,0,2,1,0,3,0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"51 To 100 Miles",2,65,"71% To 80%",8,80,"Daily",1,"Female",1,"50 To 59",4,54,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$30,000 to $39,999",2,34000,2
934,17736,9,1,2,3,0,1,0,0,1,2,0,0,0,4,0,0,0,1,2,0,3,2,2,1,0,1,0,0,2,4,0,0,0,3,0,0,0,3,1,0,2,3,2,5,0,1,0,0,2,1,0,0,0,1,0,0,0,4,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"51 To 100 Miles",2,65,"71% To 80%",8,80,"Daily",1,"Female",1,"50 To 59",4,54,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$30,000 to $39,999",2,34000,2
934,17738,11,2,2,0,6,0,0,3,0,0,0,3,0,0,1,0,1,2,0,2,4,1,1,0,4,0,0,1,0,0,0,1,0,0,3,0,3,4,0,1,8,2,2,0,4,0,0,3,0,0,0,2,0,0,3,0,4,2,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"51 To 100 Miles",2,65,"71% To 80%",8,80,"Daily",1,"Female",1,"50 To 59",4,54,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$30,000 to $39,999",2,34000,4
934,17739,12,0,0,1,0,2,0,3,0,0,0,0,1,1,2,1,3,0,3,0,9,0,0,2,0,1,0,1,0,0,0,0,1,2,2,3,2,0,3,0,1,0,0,5,0,2,0,1,0,0,0,0,2,3,1,3,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"51 To 100 Miles",2,65,"71% To 80%",8,80,"Daily",1,"Female",1,"50 To 59",4,54,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$30,000 to $39,999",2,34000,2
934,17740,13,0,0,0,1,1,2,0,2,1,2,2,0,0,1,0,0,4,0,0,7,0,0,0,4,2,2,0,1,4,2,2,0,0,2,0,0,3,0,0,8,0,0,0,5,1,1,0,2,1,1,1,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"51 To 100 Miles",2,65,"71% To 80%",8,80,"Daily",1,"Female",1,"50 To 59",4,54,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$30,000 to $39,999",2,34000,4
934,17741,14,0,2,5,0,0,0,0,2,4,2,1,1,1,0,0,4,0,0,0,11,0,2,2,0,0,0,0,1,4,1,2,1,2,0,0,2,0,0,0,3,0,1,2,0,0,0,0,1,1,2,2,2,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"51 To 100 Miles",2,65,"71% To 80%",8,80,"Daily",1,"Female",1,"50 To 59",4,54,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$30,000 to $39,999",2,34000,4
934,17742,15,1,0,0,5,0,3,1,1,0,0,0,0,1,0,1,0,0,1,1,7,3,0,0,4,0,1,3,1,0,0,0,0,4,0,1,0,0,2,1,11,1,0,0,5,0,1,3,1,0,0,0,0,1,0,2,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"51 To 100 Miles",2,65,"71% To 80%",8,80,"Daily",1,"Female",1,"50 To 59",4,54,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$30,000 to $39,999",2,34000,4
934,17743,16,2,2,0,0,1,2,1,0,2,0,2,2,0,0,1,0,0,0,0,1,3,1,0,0,2,1,1,0,2,0,1,2,0,0,2,0,0,0,0,1,3,1,0,0,1,2,2,0,2,0,1,2,0,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2000,1,"51 To 100 Miles",2,65,"71% To 80%",8,80,"Daily",1,"Female",1,"50 To 59",4,54,"College Graduate (4 Years)",1,"MW",1,"Urban/City",3,"$30,000 to $39,999",2,34000,1
935,17750,4,0,1,0,0,1,1,3,0,4,0,2,0,0,0,1,2,0,0,1,12,0,1,0,0,1,1,2,0,4,0,1,0,0,0,2,3,0,0,2,3,0,1,0,0,1,1,1,0,2,0,2,0,0,0,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2002,3,"Under 50 Miles",1,15,"31% To 40%",4,40,"Monthly",2,"Female",1,"40 To 49",3,41,"Some College (1-3 Years)",5,"NE",2,"Rural/Country",1,"$80,000 to $89,999",7,80000,4
935,17756,10,0,1,5,0,2,2,2,2,0,0,0,0,0,1,0,2,3,0,0,8,0,1,5,0,1,3,1,1,0,0,0,0,0,1,0,2,1,0,0,10,0,2,4,0,1,3,1,2,0,0,0,0,0,1,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2002,3,"Under 50 Miles",1,15,"31% To 40%",4,40,"Monthly",2,"Female",1,"40 To 49",3,41,"Some College (1-3 Years)",5,"NE",2,"Rural/Country",1,"$80,000 to $89,999",7,80000,4
935,17765,19,0,0,1,0,2,0,1,2,2,0,0,2,4,0,0,0,0,2,1,11,0,0,5,0,1,0,1,1,2,0,0,1,2,0,0,0,0,3,2,3,0,0,5,0,1,0,1,1,4,0,0,2,2,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2002,3,"Under 50 Miles",1,15,"31% To 40%",4,40,"Monthly",2,"Female",1,"40 To 49",3,41,"Some College (1-3 Years)",5,"NE",2,"Rural/Country",1,"$80,000 to $89,999",7,80000,4
936,17766,1,2,2,1,0,1,0,0,0,4,2,0,1,4,0,0,3,0,0,0,11,1,2,2,0,1,0,0,0,1,1,0,1,2,0,0,1,0,0,0,4,1,1,1,0,2,0,0,0,4,1,0,2,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2003,4,"Under 50 Miles",1,5,"21% To 30%",3,30,"Weekly",4,"Male",2,"40 To 49",3,49,"Postgraduate College",4,"W",5,"Suburban",2,"$50,000 to $59,999",4,55000,4
936,17767,2,0,0,0,2,0,2,3,1,0,0,2,0,0,1,3,0,0,3,2,8,0,0,0,5,0,2,3,2,0,0,1,0,0,3,1,0,0,2,1,6,0,0,0,2,0,3,2,1,0,0,1,0,0,1,2,0,0,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2003,4,"Under 50 Miles",1,5,"21% To 30%",3,30,"Weekly",4,"Male",2,"40 To 49",3,49,"Postgraduate College",4,"W",5,"Suburban",2,"$50,000 to $59,999",4,55000,2
936,17768,3,3,0,3,4,2,0,1,0,0,2,0,0,0,1,0,0,1,2,0,11,3,0,5,3,2,0,2,0,0,1,0,0,0,1,0,0,2,3,0,6,1,0,4,2,1,0,2,0,0,2,0,0,0,2,0,0,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2003,4,"Under 50 Miles",1,5,"21% To 30%",3,30,"Weekly",4,"Male",2,"40 To 49",3,49,"Postgraduate College",4,"W",5,"Suburban",2,"$50,000 to $59,999",4,55000,3
936,17770,5,0,1,0,4,2,0,0,2,2,0,0,2,0,0,0,0,3,3,2,2,0,1,0,1,1,0,0,2,3,0,0,2,0,0,0,0,3,1,2,8,0,1,0,5,1,0,0,2,2,0,0,2,0,0,0,0,2,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2003,4,"Under 50 Miles",1,5,"21% To 30%",3,30,"Weekly",4,"Male",2,"40 To 49",3,49,"Postgraduate College",4,"W",5,"Suburban",2,"$50,000 to $59,999",4,55000,1
936,17780,15,0,2,2,0,0,2,2,0,3,1,0,0,4,0,1,0,0,1,0,8,0,2,1,0,0,3,1,0,3,1,0,0,2,0,1,0,0,1,0,12,0,2,4,0,0,2,3,0,3,1,0,0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2003,4,"Under 50 Miles",1,5,"21% To 30%",3,30,"Weekly",4,"Male",2,"40 To 49",3,49,"Postgraduate College",4,"W",5,"Suburban",2,"$50,000 to $59,999",4,55000,3
937,17785,1,3,0,0,0,0,1,2,0,0,1,0,0,4,0,0,4,3,2,1,9,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,2,4,1,1,2,2,0,0,0,0,3,1,0,0,1,0,0,1,0,0,4,1,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"Under 50 Miles",1,15,"21% To 30%",3,25,"Yearly",5,"Female",1,"50 To 59",4,59,"Trade/Vocational School",6,"MW",1,"Suburban",2,"Under $29,999",1,29000,4
937,17786,2,0,2,2,1,0,0,0,1,1,0,1,2,0,3,1,0,0,0,0,1,0,2,5,5,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,4,0,1,1,3,0,0,0,2,3,0,3,2,0,2,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"Under 50 Miles",1,15,"21% To 30%",3,25,"Yearly",5,"Female",1,"50 To 59",4,59,"Trade/Vocational School",6,"MW",1,"Suburban",2,"Under $29,999",1,29000,4
937,17789,5,1,2,0,0,1,2,0,0,0,2,2,1,0,3,0,3,0,0,0,6,1,1,0,0,2,2,0,0,0,2,2,2,0,2,0,1,0,0,0,11,3,1,0,0,1,3,0,0,0,1,1,2,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"Under 50 Miles",1,15,"21% To 30%",3,25,"Yearly",5,"Female",1,"50 To 59",4,59,"Trade/Vocational School",6,"MW",1,"Suburban",2,"Under $29,999",1,29000,4
937,17794,10,2,0,1,0,1,0,0,0,1,0,1,2,3,0,0,2,0,3,0,7,1,0,3,0,1,0,0,0,2,0,2,1,2,0,0,3,0,2,0,10,1,0,1,0,1,0,0,0,2,0,3,1,3,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"Under 50 Miles",1,15,"21% To 30%",3,25,"Yearly",5,"Female",1,"50 To 59",4,59,"Trade/Vocational School",6,"MW",1,"Suburban",2,"Under $29,999",1,29000,4
937,17795,11,0,2,0,6,0,3,0,0,0,0,2,0,3,1,0,0,4,1,1,3,0,2,0,6,0,2,0,0,0,0,1,0,4,3,0,0,2,2,2,1,0,2,0,2,0,2,0,0,0,0,1,0,4,2,0,0,3,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"Under 50 Miles",1,15,"21% To 30%",3,25,"Yearly",5,"Female",1,"50 To 59",4,59,"Trade/Vocational School",6,"MW",1,"Suburban",2,"Under $29,999",1,29000,1
937,17796,12,0,0,5,0,2,2,0,1,3,1,0,0,0,1,0,0,1,0,1,6,0,0,4,0,1,2,0,1,1,2,0,0,0,2,0,0,3,0,1,7,0,0,5,0,2,3,0,1,2,1,0,0,0,3,0,0,4,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small Car",6,2005,6,"Under 50 Miles",1,15,"21% To 30%",3,25,"Yearly",5,"Female",1,"50 To 59",4,59,"Trade/Vocational School",6,"MW",1,"Suburban",2,"Under $29,999",1,29000,2
938,17814,11,0,0,1,2,2,2,0,2,0,0,2,2,0,0,2,0,4,0,0,1,0,0,4,3,1,1,0,1,0,0,3,2,0,0,2,0,2,0,0,10,0,0,5,3,1,3,0,1,0,0,1,2,0,0,2,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2005,6,"Over 400 Miles",9,500,"10% To 20%",2,20,"Monthly",2,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SE",3,"Rural/Country",1,"$50,000 to $59,999",4,50000,1
938,17816,13,1,0,0,0,0,3,2,0,2,1,2,2,4,0,0,0,0,2,0,8,3,0,0,0,0,3,2,0,2,2,1,2,2,0,0,0,0,2,0,3,2,0,0,0,0,1,3,0,3,1,3,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2005,6,"Over 400 Miles",9,500,"10% To 20%",2,20,"Monthly",2,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SE",3,"Rural/Country",1,"$50,000 to $59,999",4,50000,3
938,17818,15,2,2,0,6,2,3,0,0,2,0,0,1,0,1,0,0,2,0,0,2,2,2,0,3,1,1,0,0,4,0,0,2,0,3,0,0,2,0,0,10,3,2,0,6,1,3,0,0,1,0,0,1,0,2,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Full-size Pickup",1,2005,6,"Over 400 Miles",9,500,"10% To 20%",2,20,"Monthly",2,"Female",1,"40 To 49",3,47,"Some College (1-3 Years)",5,"SE",3,"Rural/Country",1,"$50,000 to $59,999",4,50000,4
939,17823,1,0,0,1,5,0,0,0,1,0,2,0,2,1,0,3,3,0,1,0,8,0,0,2,1,0,0,0,1,0,2,0,1,3,0,2,1,0,2,0,9,0,0,3,4,0,0,0,2,0,1,0,2,2,0,2,1,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"Under 50 Miles",1,40,"10% To 20%",2,20,"Yearly",5,"Female",1,"40 To 49",3,47,"Postgraduate College",4,"SE",3,"Suburban",2,"$50,000 to $59,999",4,50000,4
939,17824,2,2,0,0,0,2,3,3,0,1,0,1,0,0,3,0,0,2,0,2,4,3,0,0,0,1,1,3,0,3,0,1,0,0,2,0,0,3,0,1,12,3,0,0,0,1,1,3,0,3,0,1,0,0,1,0,0,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"Under 50 Miles",1,40,"10% To 20%",2,20,"Yearly",5,"Female",1,"40 To 49",3,47,"Postgraduate College",4,"SE",3,"Suburban",2,"$50,000 to $59,999",4,50000,3
939,17827,5,2,1,0,3,0,2,0,1,0,1,0,0,0,1,0,0,0,2,2,4,1,1,0,6,0,1,0,2,0,2,0,0,0,3,0,0,0,1,1,5,1,2,0,6,0,3,0,2,0,2,0,0,0,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"Under 50 Miles",1,40,"10% To 20%",2,20,"Yearly",5,"Female",1,"40 To 49",3,47,"Postgraduate College",4,"SE",3,"Suburban",2,"$50,000 to $59,999",4,50000,1
939,17833,11,0,1,3,4,0,0,0,2,1,1,2,0,0,0,0,3,3,0,0,5,0,2,5,3,0,0,0,1,4,1,2,0,0,0,0,3,2,0,0,6,0,2,5,4,0,0,0,1,4,1,3,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"Under 50 Miles",1,40,"10% To 20%",2,20,"Yearly",5,"Female",1,"40 To 49",3,47,"Postgraduate College",4,"SE",3,"Suburban",2,"$50,000 to $59,999",4,50000,3
939,17840,18,0,0,1,4,1,0,3,0,0,1,0,0,0,1,2,0,3,0,1,8,0,0,2,3,1,0,2,0,0,2,0,0,0,2,3,0,4,0,1,11,0,0,2,5,2,0,3,0,0,1,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Car",2,2001,2,"Under 50 Miles",1,40,"10% To 20%",2,20,"Yearly",5,"Female",1,"40 To 49",3,47,"Postgraduate College",4,"SE",3,"Suburban",2,"$50,000 to $59,999",4,50000,3
940,17844,3,0,1,1,4,0,0,0,2,0,0,2,2,0,1,0,2,4,0,0,2,0,1,4,2,0,0,0,1,0,0,2,2,0,3,0,4,2,0,0,10,0,2,2,5,0,0,0,2,0,0,3,1,0,1,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2001,2,"Under 50 Miles",1,50,"Under 10%",1,0,"Never",3,"Female",1,"50 To 59",4,52,"High School",3,"SW",4,"Urban/City",3,"$70,000 to $79,999",6,75000,1
940,17845,4,2,0,0,3,2,2,1,0,0,0,0,1,1,0,1,0,0,1,0,5,1,0,0,4,2,1,2,0,0,0,0,1,1,0,1,0,0,1,0,10,2,0,0,1,2,3,1,0,0,0,0,1,1,0,2,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2001,2,"Under 50 Miles",1,50,"Under 10%",1,0,"Never",3,"Female",1,"50 To 59",4,52,"High School",3,"SW",4,"Urban/City",3,"$70,000 to $79,999",6,75000,1
940,17850,9,0,0,2,0,2,0,3,2,4,0,1,1,0,0,0,0,1,0,2,10,0,0,3,0,2,0,1,2,4,0,3,2,0,0,0,0,2,0,2,1,0,0,1,0,1,0,2,2,3,0,2,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2001,2,"Under 50 Miles",1,50,"Under 10%",1,0,"Never",3,"Female",1,"50 To 59",4,52,"High School",3,"SW",4,"Urban/City",3,"$70,000 to $79,999",6,75000,3
940,17854,13,1,1,3,3,0,2,1,0,0,1,0,0,0,0,3,0,0,0,1,12,1,2,1,2,0,2,2,0,0,1,0,0,0,0,3,0,0,0,2,11,2,2,2,6,0,2,1,0,0,2,0,0,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2001,2,"Under 50 Miles",1,50,"Under 10%",1,0,"Never",3,"Female",1,"50 To 59",4,52,"High School",3,"SW",4,"Urban/City",3,"$70,000 to $79,999",6,75000,3
941,17863,3,0,2,0,0,0,1,0,0,0,2,1,1,0,3,3,0,2,2,0,10,0,1,0,0,0,3,0,0,0,1,1,2,0,1,2,0,4,3,0,8,0,2,0,0,0,1,0,0,0,2,3,2,0,1,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2004,5,"Over 400 Miles",9,550,"31% To 40%",4,40,"Monthly",2,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$90,000 to $99,999",8,95000,3
941,17865,5,2,1,5,0,1,0,0,1,3,0,0,0,4,2,2,0,0,0,0,10,2,2,3,0,2,0,0,2,2,0,0,0,1,2,1,0,0,0,0,3,2,1,4,0,2,0,0,2,1,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2004,5,"Over 400 Miles",9,550,"31% To 40%",4,40,"Monthly",2,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$90,000 to $99,999",8,95000,3
941,17866,6,0,0,1,3,2,2,3,0,0,0,0,2,0,0,0,1,2,0,2,11,0,0,1,4,2,2,1,0,0,0,0,2,0,0,0,4,2,0,1,6,0,0,5,5,2,1,2,0,0,0,0,2,0,0,0,1,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2004,5,"Over 400 Miles",9,550,"31% To 40%",4,40,"Monthly",2,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$90,000 to $99,999",8,95000,4
941,17867,7,1,0,5,6,1,0,0,0,0,1,3,0,1,3,0,0,0,1,0,9,2,0,2,5,2,0,0,0,0,1,3,0,3,2,0,0,0,2,0,11,1,0,5,5,1,0,0,0,0,2,2,0,1,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2004,5,"Over 400 Miles",9,550,"31% To 40%",4,40,"Monthly",2,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$90,000 to $99,999",8,95000,4
941,17870,10,0,2,0,1,0,1,0,1,4,2,2,2,0,3,0,0,0,0,0,5,0,1,0,4,0,2,0,1,4,1,2,1,0,3,0,0,0,0,0,9,0,1,0,1,0,3,0,2,3,1,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2004,5,"Over 400 Miles",9,550,"31% To 40%",4,40,"Monthly",2,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$90,000 to $99,999",8,95000,3
941,17872,12,1,0,0,0,1,2,3,0,0,0,1,2,4,3,0,0,0,0,1,10,1,0,0,0,2,1,2,0,0,0,2,2,2,1,0,0,0,0,2,9,2,0,0,0,2,1,1,0,0,0,3,2,2,2,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midsize Utility",4,2004,5,"Over 400 Miles",9,550,"31% To 40%",4,40,"Monthly",2,"Male",2,"50 To 59",4,51,"College Graduate (4 Years)",1,"MW",1,"Suburban",2,"$90,000 to $99,999",8,95000,4
