"Choice","Price3","Price2","Price1","agea","incomea","milesa","nighta","year","yearind","incomebins","miles","milesind","nightind","night","pparkind","ppark","segment","segmentind","region","regionind","BU3"
4,10,3,4,53,25000,50,10,2000,1,"2","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Midsize Car",2,"SE",3,0
3,2,4,6,53,25000,50,10,2000,1,"2","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Midsize Car",2,"SE",3,5
4,5,4,3,53,25000,50,10,2000,1,"2","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Midsize Car",2,"SE",3,4
4,8,9,3,53,25000,50,10,2000,1,"2","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Midsize Car",2,"SE",3,0
4,12,12,11,53,25000,50,10,2000,1,"2","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Midsize Car",2,"SE",3,3
4,5,7,4,53,25000,50,10,2000,1,"2","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Midsize Car",2,"SE",3,0
4,11,3,5,53,25000,50,10,2000,1,"2","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Midsize Car",2,"SE",3,0
3,1,6,7,53,25000,50,10,2000,1,"2","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Midsize Car",2,"SE",3,6
4,11,8,10,53,25000,50,10,2000,1,"2","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Midsize Car",2,"SE",3,5
3,1,12,4,53,25000,50,10,2000,1,"2","Under 50 Miles",1,1,"Under 10%",5,"Yearly","Midsize Car",2,"SE",3,0
4,8,6,8,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,4
2,5,3,6,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,0
3,5,2,10,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,10,1,11,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,3
3,12,2,8,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,11,12,6,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,12,9,6,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,4
3,9,8,10,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,0
4,12,10,6,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,7,12,3,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,5
1,2,11,12,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,0
1,8,6,9,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,2,4,1,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,5
4,10,8,9,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,0
2,1,12,4,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,4
1,10,2,8,24,25000,50,35,2000,1,"2","Under 50 Miles",1,4,"31% To 40%",4,"Weekly","Midsize Utility",4,"MW",1,0
1,12,10,8,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,0
4,12,8,8,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,0
1,8,1,7,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,0
2,1,3,8,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,3
4,4,4,10,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,0
4,10,10,1,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,0
2,2,2,10,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,4
2,4,1,10,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,0
2,4,4,1,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,0
4,7,2,6,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,4
4,9,7,6,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,0
1,8,8,5,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,0
4,2,7,6,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,4
2,2,2,7,24,30000,300,40,2006,7,"3","251 To 300 Miles",6,4,"31% To 40%",4,"Weekly","Small Car",6,"W",5,6
2,10,4,5,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,0
2,5,2,1,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,2
2,12,1,12,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,2
1,3,5,1,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,0
3,9,9,9,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,0
1,6,2,1,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,3
1,11,4,8,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,0
1,5,12,4,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,2
2,12,6,10,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,5
3,9,7,6,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,0
2,11,3,3,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,1
3,10,3,2,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,5
3,2,7,10,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,0
2,8,5,9,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,0
2,9,9,9,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,5
3,5,10,11,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,0
3,2,1,2,30,90000,600,50,2006,7,"9","Over 400 Miles",9,5,"41% To 50%",3,"Never","Full-size Pickup",1,"W",5,6
1,11,10,9,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,0
2,7,4,3,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,2
3,2,9,4,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,5
1,6,3,4,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,0
2,11,8,6,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,0
2,3,1,7,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,3
2,2,4,7,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,0
1,11,10,10,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,3
1,10,11,8,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,1
2,6,4,6,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,0
1,11,6,2,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,1
2,7,4,5,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,0
3,2,12,10,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,6
1,3,6,1,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,6
1,7,10,2,62,70000,200,30,2000,1,"7","151 To 200 Miles",4,3,"21% To 30%",1,"Daily","Midsize Car",2,"W",5,0
3,12,3,5,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,5
1,2,7,10,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,0
1,2,10,12,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,0
1,5,5,10,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,0
2,3,11,7,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,0
1,4,2,11,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,0
2,2,4,2,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,5
3,6,4,1,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,1
3,9,2,6,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,2
3,11,3,8,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,0
1,1,1,11,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,0
3,12,7,2,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,1
3,8,4,5,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,0
2,2,9,4,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,5
2,6,10,2,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,6
2,7,10,8,21,30000,200,20,2000,1,"3","151 To 200 Miles",4,2,"10% To 20%",4,"Weekly","Midsize Car",2,"SE",3,0
4,4,9,4,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,0
4,11,2,7,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,3
4,6,4,6,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,3
1,9,10,1,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,0
4,11,4,6,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,4
4,3,6,7,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,0
4,10,7,4,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,4
4,3,10,9,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,3
4,6,11,4,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,0
1,8,7,1,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,4
4,2,2,11,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,0
4,5,6,6,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,0
4,11,2,10,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,0
3,1,7,3,52,172000,500,50,2004,5,"17","Over 400 Miles",9,5,"41% To 50%",1,"Daily","Small Car",6,"W",5,5
3,11,12,1,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,4
3,2,9,4,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,0
1,2,11,2,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,3
2,7,1,2,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,0
4,8,5,7,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,0
4,11,6,8,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,2
4,5,4,5,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,1
4,6,2,6,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,4
4,9,2,4,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,0
4,7,5,7,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,0
4,9,2,10,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,3
3,1,9,8,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,5
3,1,11,7,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,0
4,2,10,11,45,48000,500,70,2006,7,"4","Over 400 Miles",9,7,"61% To 70%",5,"Yearly","Small Car",6,"NE",2,0
4,6,5,3,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,0
1,3,12,3,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,5
3,5,3,5,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,0
1,9,2,3,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,2
1,11,3,3,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,4
4,6,9,9,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,0
1,2,1,5,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,6
2,11,3,6,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,2
2,9,3,1,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,6
4,12,9,5,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,0
2,5,4,6,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,0
3,2,10,11,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,0
2,10,4,3,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,6
3,5,12,12,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,0
1,10,11,6,38,60000,250,35,2000,1,"6","201 To 250 Miles",5,4,"31% To 40%",2,"Monthly","Midsize Car",2,"SE",3,0
2,9,5,2,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,0
2,4,1,9,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,5
3,3,11,5,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,0
1,11,5,11,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,1
3,1,7,11,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,1
2,12,11,2,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,0
2,7,6,4,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,0
2,11,5,2,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,0
2,9,7,10,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,4
1,4,11,4,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,2
1,8,10,1,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,1
3,6,11,8,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,0
1,8,9,5,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,4
2,11,8,9,21,80000,60,50,2003,4,"8","51 To 100 Miles",2,5,"41% To 50%",4,"Weekly","Small Car",6,"MW",1,0
2,11,2,5,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,0
2,2,7,9,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,0
3,8,7,12,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,4
2,10,7,3,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,6
2,5,5,8,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,0
2,5,7,10,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,6
3,4,8,1,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,3
3,9,11,7,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,0
3,4,10,6,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,0
3,8,11,6,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,0
2,6,5,7,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,2
1,11,12,4,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,0
1,10,2,8,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,0
2,11,7,5,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,5
3,2,7,1,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,0
1,2,1,8,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,0
3,3,11,9,26,20000,10,25,2001,2,"2","Under 50 Miles",1,3,"21% To 30%",4,"Weekly","Small Car",6,"MW",1,6
4,10,10,11,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,5
2,9,12,12,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,0
3,7,2,9,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,0
4,2,4,12,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,0
1,3,11,5,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,2
4,4,4,4,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,0
2,6,12,12,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,2
4,8,2,10,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,0
3,7,11,3,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,2
4,10,6,1,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,0
4,10,5,1,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,1
2,6,3,11,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,0
3,4,9,12,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,2
2,11,1,4,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,0
3,9,8,12,27,80000,120,20,2001,2,"8","101 To 150 Miles",3,2,"10% To 20%",2,"Monthly","Small Car",6,"NE",2,4
3,9,10,4,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,6
3,1,2,8,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,0
3,9,6,9,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,2
2,6,1,5,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,0
2,2,3,11,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,6
1,8,8,1,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,0
1,7,4,2,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,1
1,8,2,2,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,1
1,9,7,7,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,0
1,8,3,7,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,0
2,10,3,8,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,2
3,5,6,11,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,0
2,10,1,6,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,3
3,4,7,7,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,0
3,6,6,5,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,5
3,2,10,10,31,42000,200,80,2005,6,"4","151 To 200 Miles",4,8,"71% To 80%",5,"Yearly","Midsize Car",2,"SE",3,0
1,4,11,3,26,85000,450,35,2005,6,"8","Over 400 Miles",9,4,"31% To 40%",1,"Daily","Midsize Car",2,"NE",2,0
1,12,10,4,26,85000,450,35,2005,6,"8","Over 400 Miles",9,4,"31% To 40%",1,"Daily","Midsize Car",2,"NE",2,3
4,12,9,8,26,85000,450,35,2005,6,"8","Over 400 Miles",9,4,"31% To 40%",1,"Daily","Midsize Car",2,"NE",2,0
1,9,12,2,26,85000,450,35,2005,6,"8","Over 400 Miles",9,4,"31% To 40%",1,"Daily","Midsize Car",2,"NE",2,3
2,9,5,9,26,85000,450,35,2005,6,"8","Over 400 Miles",9,4,"31% To 40%",1,"Daily","Midsize Car",2,"NE",2,1
